season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385713,12,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,,,8.0,8.0,3.0,2.0,3.0,,,,,,,4.0,2.0,,,1.069e-05,0.0146,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,7.0,,6.9,,,1.0,5.0,,,,5.0,,5.0,10.0,15.0,1,,26.0,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,358218,114241.0,Harry Toffolo,harry-toffolo,D,True,,,,,,,,1.0,1.0,,,,,,,,2.0,,,0.0,0.0,0.0,,,,,,,1.0,,,17.0,,,,,,,,3.0,,6.7,,,,1.0,,,,1.0,,2.0,1.0,3.0,0,1.0,6.0,,,,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,3.0,,,,,,,,,3.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,,,,0,,2.0,,1.0,,
2022-23,10385713,12,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,6.0,5.0,21.0,26.0,,,12.0,,,,,,,,,,,0.0009491,0.0,0.0,,,,1.638,2.0,,,,,90.0,,,,,,,,12.0,3.0,9.2,6.0,7.0,,3.0,,,,17.0,,14.0,23.0,37.0,0,,60.0,1.0,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,False,,,,4.0,8.0,12.0,,1.0,4.0,,,,,,,1.0,4.0,,,0.00104999,0.0,0.0,,,,,,,,,,61.0,,,,,,,,6.0,,6.6,,,,1.0,1.0,,,1.0,,8.0,8.0,16.0,0,1.0,24.0,1.0,2.0,,
2022-23,10385713,12,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,,,,10.0,,,,,,,,1.0,,6.7,,,,,,,,,,,,,0,1.0,2.0,,,,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,,4.0,8.0,12.0,2.0,,4.0,,,,,,1.0,7.0,4.0,,,0.00657629,0.0786,0.0,4.0,,,,,,1.0,,,90.0,,2.0,,,,,,10.0,,6.8,,,1.0,1.0,,,,1.0,,7.0,10.0,17.0,1,1.0,33.0,4.0,3.0,,1.0
2022-23,10385713,12,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,1.0,7.0,3.0,9.0,3.0,4.0,2.0,,,,,,2.0,7.0,6.0,,,0.0234895,0.0,0.0,1.0,,,,,,,2.0,,90.0,,1.0,,,,,,18.0,,6.9,,,,,2.0,3.0,,1.0,,16.0,5.0,18.0,0,,37.0,4.0,1.0,1.0,
2022-23,10385713,12,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,,,1.0,8.0,11.0,19.0,,,5.0,,,,2.0,,2.0,6.0,5.0,,,0.0079352,0.0,0.0,1.0,,,,,,5.0,,,90.0,,,,,,,,10.0,,6.9,,,,2.0,2.0,2.0,,3.0,,13.0,13.0,24.0,0,2.0,50.0,,2.0,1.0,2.0
2022-23,10385713,12,17,Nottingham_Forest,Away,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,1.0,2.0,,,,,,,,2.0,,,0.0,0.0,0.0,,,,,,,1.0,,,10.0,,,,,,,,5.0,,6.8,,,,,,1.0,,2.0,,3.0,2.0,4.0,0,1.0,9.0,,,,
2022-23,10385713,12,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,1.0,,1.0,1.0,,,,,,,,,3.0,2.0,,,0.00082416,0.0336,0.0,1.0,,,,,,,,,86.0,,,,,,,,3.0,,6.7,,,1.0,,2.0,1.0,,,,2.0,,1.0,1,1.0,10.0,1.0,,1.0,
2022-23,10385728,13,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,1.0,,2.0,2.0,7.0,8.0,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,,,0.167417,0.0,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,3.0,,7.3,,,,7.0,,1.0,,4.0,,5.0,7.0,11.0,0,,20.0,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,9.0,9.0,18.0,1.0,1.0,11.0,1.0,,,,,,5.0,6.0,,,0.0933258,0.061,0.034,3.0,,,,,,,3.0,,80.0,1.0,,,,,,,11.0,,7.5,,,,2.0,3.0,,,,,14.0,11.0,25.0,1,3.0,45.0,2.0,,2.0,3.0
2022-23,10385728,13,17,Nottingham_Forest,Home,105697,80226.0,Serge Aurier,serge-aurier,D,False,,,,3.0,7.0,10.0,1.0,1.0,3.0,,,,,,1.0,2.0,10.0,,,0.00344186,0.0,0.0,,,,,,,,,,90.0,,,,,,,,13.0,,7.6,,,,5.0,,2.0,,,,11.0,10.0,19.0,0,7.0,43.0,,2.0,,6.0
2022-23,10385728,13,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,1.0,7.0,10.0,17.0,1.0,1.0,7.0,,,,1.0,,,2.0,6.0,,,0.00769531,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,6.0,,7.1,,,,2.0,1.0,,,2.0,,10.0,12.0,22.0,0,3.0,35.0,1.0,1.0,1.0,2.0
2022-23,10385728,13,17,Nottingham_Forest,Home,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,,4.0,2.0,6.0,,,5.0,,,,,,3.0,4.0,2.0,,,0.00183465,0.1345,0.2473,1.0,,,,,,1.0,,,64.0,1.0,,,,,,,13.0,,6.6,,,,2.0,,,,4.0,1.0,9.0,5.0,14.0,1,1.0,31.0,1.0,1.0,,1.0
2022-23,10385728,13,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,3.0,4.0,22.0,26.0,1.0,1.0,6.0,,,,1.0,,,2.0,1.0,,,0.00203879,0.0,0.0,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,5.0,,7.3,,,,10.0,,1.0,,5.0,,8.0,22.0,29.0,0,,47.0,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,5.0,3.0,,,0.102907,0.7837,0.7192,1.0,,1.0,,,1.0,,3.0,,64.0,2.0,,,,,,,5.0,,7.5,,,1.0,,1.0,,,,1.0,6.0,2.0,8.0,3,1.0,23.0,2.0,1.0,,1.0
2022-23,10385728,13,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,,,8.0,8.0,,,6.0,,,,,,,,,,,1.579e-05,0.0,0.0,,,,1.0008,,,,,,90.0,,,,,,,,15.0,,8.7,6.0,7.0,,,,,,15.0,,15.0,8.0,23.0,0,,35.0,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,0.00041635,0.0,0.0,,,,,,,,,,10.0,,,,,,,,1.0,,6.5,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,26.0,,,,,,,,4.0,,6.5,,,,1.0,,,,,,3.0,,3.0,0,,6.0,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,2.0,6.0,8.0,14.0,,1.0,7.0,,1.0,,1.0,,1.0,6.0,6.0,,,0.00425132,0.2894,1.1802,5.0,,,,,,,,,90.0,2.0,,,,,,,8.0,,6.7,,,,7.0,1.0,,,3.0,,11.0,10.0,21.0,2,3.0,36.0,,1.0,1.0,2.0
2022-23,10385728,13,17,Nottingham_Forest,Home,851150,233420.0,Renan Lodi,renan-lodi,D,True,,,,,,,,,1.0,,,,,,,1.0,1.0,,,0.00023367,0.0,0.0,1.0,,,,,,,,,17.0,,,,,,,,1.0,,6.5,,,,1.0,,,,,,,,,0,,4.0,,1.0,,
2022-23,10385728,13,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,1.0,10.0,4.0,14.0,4.0,2.0,9.0,1.0,1.0,1.0,,,2.0,7.0,5.0,,,0.0857489,0.3568,0.0,,,,,,,3.0,1.0,,90.0,,,,,,,,21.0,,6.7,,,,,3.0,3.0,,2.0,,18.0,7.0,22.0,1,,46.0,6.0,1.0,2.0,
2022-23,10385728,13,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,,,2.0,2.0,13.0,15.0,,,4.0,,,1.0,2.0,,,7.0,3.0,,,0.00123463,0.0329,0.0,3.0,,,,,,1.0,,,73.0,,,,,,,,19.0,,6.2,,,,1.0,4.0,1.0,,8.0,,7.0,19.0,25.0,1,1.0,45.0,3.0,,2.0,
2022-23,10385728,13,17,Nottingham_Forest,Home,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385728,13,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,True,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,2.075e-05,0.194,0.758,,,,,,,,,,26.0,1.0,,,,,,,5.0,,6.2,,,,,,,,,1.0,2.0,1.0,3.0,1,,9.0,2.0,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,2.0,16.0,18.0,,,2.0,,,,,,,1.0,2.0,,,0.00231278,0.0893,0.0,1.0,,,,,,1.0,,,90.0,,3.0,,,,,,5.0,,6.5,,,1.0,2.0,1.0,,,4.0,,6.0,17.0,23.0,1,1.0,35.0,,,1.0,
2022-23,10385364,14,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,3.0,4.0,5.0,9.0,2.0,2.0,6.0,,,,,,,2.0,5.0,,,0.00068175,0.0,0.0,1.0,,,,,,2.0,,,81.0,,,,,,,,6.0,,6.6,,,,4.0,,,,4.0,,8.0,6.0,14.0,0,2.0,27.0,1.0,1.0,,2.0
2022-23,10385364,14,17,Nottingham_Forest,Away,105697,80226.0,Serge Aurier,serge-aurier,D,False,,,,8.0,9.0,17.0,,3.0,,,,,,,,1.0,12.0,,,0.00801837,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,,12.0,,7.0,,,,5.0,1.0,3.0,,1.0,,15.0,11.0,23.0,0,8.0,54.0,1.0,1.0,,5.0
2022-23,10385364,14,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,1.0,10.0,12.0,22.0,2.0,,5.0,,,,,,,3.0,2.0,,,0.009683,0.0431,0.0957,1.0,,,,,,1.0,,,90.0,1.0,1.0,,,,,,9.0,,6.5,,,,2.0,,,,7.0,,17.0,14.0,31.0,1,2.0,39.0,,,,1.0
2022-23,10385364,14,17,Nottingham_Forest,Away,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,,1.0,4.0,5.0,,1.0,2.0,,,1.0,,,,1.0,2.0,,,0.0003729,0.2554,0.0,,,,,,,,,,56.0,,,,,,,,4.0,,6.6,,,1.0,1.0,1.0,,,,,3.0,5.0,8.0,2,1.0,15.0,,,,1.0
2022-23,10385364,14,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,1.0,6.0,27.0,33.0,,1.0,1.0,,,,,,,,4.0,,,0.00132648,0.0,0.0,,,,,,,,1.0,,90.0,,1.0,,,,,,6.0,,6.3,,,,6.0,1.0,,,6.0,,11.0,28.0,39.0,0,2.0,52.0,,,1.0,1.0
2022-23,10385364,14,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,2.0,5.0,7.0,2.0,1.0,,,,,,,1.0,5.0,3.0,,,0.00191687,0.0,0.0,,,,,,,,,,64.0,,,,,,,,10.0,,6.1,,,,,2.0,,,,1.0,3.0,5.0,8.0,0,,22.0,6.0,2.0,,
2022-23,10385364,14,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,11.0,5.0,19.0,24.0,,,5.0,,,,,,,,,,,0.00040082,0.0,0.0,,,,-1.3376,,,,,,90.0,,,,,,,,6.0,,5.8,4.0,4.0,,,,,,16.0,,9.0,20.0,29.0,0,,38.0,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,2.0,6.0,6.0,12.0,,2.0,5.0,,,,,,1.0,2.0,5.0,,,0.00245272,0.0,0.0,1.0,,,,,,,,,26.0,,,,,,,,4.0,,6.8,,,,3.0,,,,3.0,,8.0,7.0,15.0,0,3.0,22.0,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,1.0,7.0,2.0,9.0,1.0,,1.0,,,,,,1.0,4.0,1.0,,,0.0181877,0.0,0.0,,,,,,,,,,34.0,,,,,,,,5.0,,6.3,,,,,2.0,,,1.0,,8.0,2.0,10.0,0,1.0,18.0,1.0,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,1.0,4.0,16.0,20.0,1.0,2.0,4.0,,,,,,1.0,3.0,6.0,,,0.00257659,0.0,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,8.0,,6.5,,,,4.0,,,,2.0,1.0,5.0,21.0,26.0,0,2.0,40.0,1.0,2.0,,2.0
2022-23,10385364,14,17,Nottingham_Forest,Away,851150,233420.0,Renan Lodi,renan-lodi,D,False,,,2.0,4.0,12.0,16.0,,,4.0,,,,,1.0,,1.0,6.0,,,0.00581799,0.0,0.0,1.0,,,,,,,,,64.0,,2.0,,,,,,5.0,,7.1,,,,1.0,1.0,,,4.0,,7.0,13.0,20.0,0,3.0,33.0,,2.0,1.0,2.0
2022-23,10385364,14,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,,9.0,1.0,8.0,2.0,1.0,5.0,,,,,,1.0,7.0,1.0,,,0.109415,0.0,0.0,2.0,,,,,,,1.0,,56.0,,,,,,,,14.0,,6.3,,,,1.0,2.0,3.0,,2.0,,13.0,5.0,15.0,0,,25.0,2.0,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,920936,243345.0,Lewis O'Brien,lewis-obrien,M,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,4.65e-05,0.0,0.0,,,,,,,,,,9.0,,1.0,,,,,,2.0,,6.6,,,,,,,,1.0,,2.0,2.0,4.0,0,,5.0,,,,
2022-23,10385364,14,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,True,1.0,,,2.0,3.0,4.0,,,2.0,,,,1.0,,,1.0,2.0,,,0.0246204,0.0435,0.0302,,,,,,,1.0,,,26.0,1.0,,,,,,,8.0,,6.8,,,,1.0,1.0,5.0,,,,8.0,3.0,6.0,1,,22.0,2.0,1.0,1.0,
2022-23,10385364,14,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,True,,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,6.865e-05,0.0,0.0,,,,,,,,,,34.0,,,,,,,,5.0,,6.1,,,,,,,,1.0,,1.0,3.0,4.0,0,,6.0,1.0,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,12.0,25.0,37.0,1.0,1.0,8.0,,,,,,,1.0,1.0,,,0.0143114,0.0237,0.0,,,,,,,,,,89.0,,1.0,,,,,,11.0,,6.5,,,1.0,2.0,,,,9.0,,20.0,28.0,48.0,1,,53.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,7.0,8.0,15.0,,2.0,2.0,,,,,,,,5.0,,,0.146738,0.0,0.0,,,,,,,,1.0,,66.0,,,,,,,,4.0,,6.9,,,,3.0,3.0,,,,,10.0,8.0,18.0,0,,25.0,,,3.0,
2022-23,10385388,15,17,Nottingham_Forest,Home,105697,80226.0,Serge Aurier,serge-aurier,D,False,2.0,,4.0,23.0,15.0,36.0,2.0,3.0,8.0,,,,,,1.0,3.0,9.0,,,0.0605475,0.0,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,27.0,,7.0,,,,2.0,,6.0,,5.0,,34.0,23.0,51.0,0,3.0,84.0,3.0,3.0,,
2022-23,10385388,15,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,1.0,23.0,20.0,43.0,,1.0,4.0,,,,1.0,,,2.0,2.0,,,0.0536481,0.0,0.0,1.0,,,,,,1.0,1.0,,79.0,,,,,,,,10.0,,6.5,,,,1.0,,1.0,,7.0,,30.0,23.0,52.0,0,1.0,59.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,True,,,,4.0,1.0,5.0,,,,,,,,,,,,,,0.00254604,0.0,0.0,,,,,,,,,,11.0,,,,,,,,3.0,,6.5,,,,,,,,,,6.0,1.0,7.0,0,,8.0,1.0,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,3.0,18.0,25.0,43.0,,1.0,3.0,,,,,,,,2.0,,,0.00544924,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,7.0,,6.6,,,,6.0,,,,9.0,,25.0,25.0,50.0,0,1.0,58.0,,,,1.0
2022-23,10385388,15,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,,,,3.0,,,,1.0,,,,,3.0,,,,0.0,0.2481,0.0,,,,,,,,,,11.0,,,,,,,,1.0,,6.0,,,1.0,,,,,,,1.0,,1.0,1,,3.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,8.0,5.0,9.0,14.0,,,5.0,,,,,,,1.0,,,,0.0006631,0.0,0.0,1.0,,,-0.5386,,,,,,90.0,,,1.0,1.0,,,,19.0,,5.5,,,,,,,,27.0,,22.0,11.0,33.0,0,,35.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,793988,179519.0,Orel Mangala,orel-mangala,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,1.0,,,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,,,,,8.0,,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,False,,,2.0,16.0,3.0,19.0,2.0,,5.0,,,,,,2.0,5.0,7.0,,,0.0639661,0.2277,0.1149,1.0,1.0,,,,,,2.0,,79.0,1.0,,,,,,,15.0,,7.3,,,,1.0,2.0,1.0,,2.0,,22.0,4.0,25.0,1,2.0,48.0,6.0,3.0,2.0,1.0
2022-23,10385388,15,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,3.0,13.0,14.0,27.0,1.0,3.0,7.0,,,,1.0,,1.0,8.0,9.0,,,0.0116299,0.0155,0.0,4.0,,,,,,,,,90.0,,,,,,,,11.0,,6.4,,,1.0,2.0,2.0,1.0,,4.0,,18.0,17.0,34.0,1,3.0,48.0,1.0,2.0,1.0,3.0
2022-23,10385388,15,17,Nottingham_Forest,Home,851150,233420.0,Renan Lodi,renan-lodi,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,1.0,24.0,3.0,26.0,1.0,2.0,3.0,1.0,1.0,2.0,,,4.0,5.0,9.0,,,0.279192,0.5059,0.3636,,,1.0,,,,,3.0,,90.0,3.0,,,,,,,18.0,,7.8,,,2.0,,5.0,6.0,,3.0,,34.0,3.0,31.0,7,1.0,62.0,3.0,1.0,5.0,
2022-23,10385388,15,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,True,,,,11.0,1.0,12.0,1.0,,1.0,,,,1.0,,,2.0,,,,0.0430907,0.0575,0.0,,,,,,,,,,24.0,,,,,,,,4.0,,6.5,,,1.0,,,1.0,,1.0,,15.0,1.0,15.0,1,,21.0,,,,
2022-23,10385388,15,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,1.0,,3.0,11.0,17.0,27.0,1.0,,6.0,1.0,,,1.0,,2.0,6.0,8.0,,,0.135448,0.0283,0.2152,2.0,,,,,,2.0,1.0,,90.0,1.0,,,,,,,20.0,,7.3,,,,,1.0,7.0,,6.0,,20.0,20.0,33.0,1,6.0,71.0,1.0,1.0,1.0,5.0
2022-23,10385388,15,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,10.0,3.0,13.0,1.0,3.0,6.0,,1.0,,,,,3.0,4.0,,,0.0644019,0.371,0.9429,1.0,,,,,,,1.0,,90.0,2.0,,,,,,,12.0,,6.6,,,,,1.0,2.0,,2.0,,16.0,6.0,20.0,2,1.0,30.0,2.0,,,1.0
2022-23,10385382,16,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385382,16,17,Nottingham_Forest,Home,40686,58771.0,Jack Colback,jack-colback,M,True,,,,,1.0,1.0,2.0,,1.0,,,,,,,2.0,2.0,,,8.23e-06,0.0,0.0,,,,,,,,,,19.0,,,,,,,,2.0,,6.6,,,,1.0,,,,2.0,,,3.0,3.0,0,1.0,7.0,,1.0,,1.0
2022-23,10385382,16,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385382,16,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,,1.0,5.0,6.0,,,4.0,,,,,,2.0,3.0,6.0,,,0.000263,0.0,0.0,1.0,,,,,,,,,71.0,,,,,,,,8.0,,6.8,,,,,,,,1.0,,4.0,6.0,10.0,0,4.0,21.0,2.0,2.0,,4.0
