season,matchId,gameweek,kickoff,ground,attendance,home_team,away_team,goalsFor_h,goalsFor_a,goalsAgainst_h,goalsAgainst_a,result_h,result_a,halfTimeFor_h,halfTimeFor_a,halfTimeAgainst_h,halfTimeAgainst_a,redCardsFor_h,redCardsFor_a,redCardsAgainst_h,redCardsAgainst_a,goals_h,goals_a,totalScoringAtt_h,totalScoringAtt_a,ontargetScoringAtt_h,ontargetScoringAtt_a,shotOffTarget_h,shotOffTarget_a,blockedScoringAtt_h,blockedScoringAtt_a,bigChanceCreated_h,bigChanceCreated_a,bigChanceScored_h,bigChanceScored_a,bigChanceMissed_h,bigChanceMissed_a,hitWoodwork_h,hitWoodwork_a,goalAssist_h,goalAssist_a,totalAttAssist_h,totalAttAssist_a,ontargetAttAssist_h,ontargetAttAssist_a,penAreaEntries_h,penAreaEntries_a,finalThirdEntries_h,finalThirdEntries_a,totalPass_h,totalPass_a,accuratePass_h,accuratePass_a,possessionPercentage_h,possessionPercentage_a,totalTackle_h,totalTackle_a,wonTackle_h,wonTackle_a,interception_h,interception_a,totalClearance_h,totalClearance_a,effectiveClearance_h,effectiveClearance_a,blockedPass_h,blockedPass_a,outfielderBlock_h,outfielderBlock_a,errorLeadToShot_h,errorLeadToShot_a,errorLeadToGoal_h,errorLeadToGoal_a,challengeLost_h,challengeLost_a,dispossessed_h,dispossessed_a,possLostAll_h,possLostAll_a,saves_h,saves_a,goalsConceded_h,goalsConceded_a,cleanSheet_h,cleanSheet_a,ownGoals_h,ownGoals_a,duelWon_h,duelWon_a,duelLost_h,duelLost_a,aerialWon_h,aerialWon_a,aerialLost_h,aerialLost_a,cornerTaken_h,cornerTaken_a,wonCorners_h,wonCorners_a,attSetpiece_h,attSetpiece_a,fkFoulLost_h,fkFoulLost_a,fkFoulWon_h,fkFoulWon_a,yellowCard_h,yellowCard_a,redCard_h,redCard_a,penaltyWon_h,penaltyWon_a,attPenGoal_h,attPenGoal_a,totalOffside_h,totalOffside_a,expectedGoals_h,expectedGoals_a,expectedGoalsOnTarget_h,expectedGoalsOnTarget_a,expectedAssists_h,expectedAssists_a,touchesInOppBox_h,touchesInOppBox_a,expectedGoalsOnTargetConceded_h,expectedGoalsOnTargetConceded_a
2015-16,803446,29,2016-03-06 13:30:00,"Selhurst Park, London",24709,Crystal Palace,Liverpool,1,2,2,1,L,W,0,0,0,0,0,1,1,0,1.0,2.0,14.0,19.0,4.0,5.0,6.0,6.0,4.0,8.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,8.0,13.0,3.0,10.0,34.0,34.0,74.0,62.0,342.0,564.0,230.0,467.0,38.5,61.5,13.0,23.0,7.0,18.0,20.0,12.0,17.0,32.0,14.0,23.0,15.0,15.0,8.0,4.0,,,1.0,1.0,8.0,9.0,11.0,9.0,176.0,150.0,3.0,3.0,2.0,1.0,,,,,54.0,63.0,63.0,54.0,17.0,20.0,20.0,17.0,6.0,6.0,6.0,6.0,2.0,,12.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,3.0,2.0,,,,,,,,,,
2015-16,803447,29,2016-03-06 16:00:00,"The Hawthorns, West Bromwich",24878,West Brom,Man Utd,1,0,0,1,W,L,0,0,0,0,0,1,1,0,1.0,,9.0,7.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,,,,1.0,,,,1.0,,9.0,4.0,6.0,3.0,26.0,18.0,74.0,55.0,439.0,503.0,309.0,364.0,46.6,53.4,19.0,28.0,11.0,21.0,21.0,17.0,23.0,18.0,19.0,11.0,18.0,19.0,3.0,3.0,,,,,14.0,7.0,19.0,9.0,198.0,206.0,1.0,1.0,,1.0,1.0,,,,53.0,66.0,66.0,53.0,20.0,16.0,16.0,20.0,4.0,5.0,4.0,5.0,,,8.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,,,,,5.0,1.0,,,,,,,,,,
2015-16,803448,29,2016-03-05 15:00:00,"Swansea.com Stadium, Swansea",20929,Swansea,Norwich,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,8.0,3.0,3.0,5.0,3.0,2.0,2.0,,,,,,,,,1.0,,8.0,6.0,4.0,4.0,29.0,27.0,68.0,70.0,428.0,341.0,310.0,233.0,55.8,44.2,20.0,15.0,19.0,12.0,20.0,23.0,37.0,37.0,32.0,30.0,17.0,18.0,2.0,2.0,1.0,,,,9.0,8.0,13.0,10.0,182.0,164.0,3.0,2.0,,1.0,1.0,,,,54.0,63.0,63.0,54.0,12.0,27.0,27.0,12.0,5.0,,5.0,,1.0,1.0,14.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,,,,,,,,,,
2015-16,803449,29,2016-03-05 15:00:00,"Stamford Bridge, London",41381,Chelsea,Stoke,1,1,1,1,D,D,1,0,0,1,0,0,0,0,1.0,1.0,20.0,17.0,7.0,5.0,8.0,8.0,5.0,4.0,,2.0,,1.0,,2.0,,,1.0,,17.0,14.0,10.0,8.0,32.0,29.0,58.0,60.0,441.0,477.0,357.0,388.0,48.7,51.3,18.0,21.0,13.0,15.0,17.0,18.0,17.0,18.0,13.0,15.0,10.0,10.0,4.0,4.0,,2.0,2.0,,18.0,11.0,9.0,9.0,149.0,149.0,4.0,6.0,1.0,1.0,,,,,50.0,62.0,62.0,50.0,13.0,14.0,14.0,13.0,8.0,4.0,8.0,4.0,1.0,1.0,9.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0,,,,,3.0,4.0,,,,,,,,,,
2015-16,803450,29,2016-03-05 15:00:00,"St. Mary's Stadium, Southampton",31458,Southampton,Sunderland,1,1,1,1,D,D,0,0,0,0,1,0,0,1,1.0,1.0,16.0,11.0,5.0,3.0,4.0,4.0,7.0,4.0,1.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,11.0,8.0,10.0,5.0,53.0,31.0,81.0,59.0,496.0,265.0,392.0,148.0,65.1,34.9,10.0,12.0,5.0,8.0,14.0,14.0,40.0,37.0,33.0,29.0,22.0,22.0,4.0,7.0,1.0,1.0,,,9.0,10.0,9.0,7.0,168.0,169.0,2.0,4.0,1.0,1.0,,,,,50.0,47.0,47.0,50.0,23.0,19.0,19.0,23.0,12.0,2.0,12.0,2.0,,3.0,9.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803451,29,2016-03-05 15:00:00,"Goodison Park, Liverpool",39000,Everton,West Ham,2,3,3,2,L,W,1,0,0,1,1,0,0,1,2.0,3.0,15.0,17.0,8.0,5.0,2.0,7.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,,,2.0,3.0,8.0,14.0,6.0,9.0,24.0,54.0,59.0,47.0,343.0,476.0,274.0,416.0,41.6,58.4,19.0,23.0,13.0,16.0,15.0,16.0,33.0,24.0,28.0,19.0,16.0,16.0,5.0,5.0,,,,,7.0,11.0,15.0,11.0,135.0,131.0,2.0,6.0,3.0,2.0,,,,,49.0,52.0,52.0,49.0,8.0,12.0,12.0,8.0,9.0,6.0,9.0,6.0,,2.0,12.0,13.0,12.0,11.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,3.0,,,,,,,,,,
2015-16,803452,30,2016-05-11 20:00:00,"Anfield, Liverpool",43210,Liverpool,Chelsea,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,28.0,13.0,9.0,7.0,10.0,3.0,9.0,3.0,1.0,,1.0,,1.0,,,,,1.0,19.0,12.0,13.0,10.0,32.0,15.0,61.0,64.0,546.0,446.0,470.0,363.0,55.3,44.7,25.0,23.0,21.0,18.0,17.0,10.0,19.0,21.0,13.0,17.0,22.0,22.0,3.0,10.0,,,,1.0,20.0,13.0,16.0,12.0,133.0,143.0,6.0,7.0,1.0,1.0,,,,,53.0,65.0,65.0,53.0,5.0,12.0,12.0,5.0,7.0,3.0,7.0,3.0,1.0,2.0,11.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,,,,,,,,,,
2015-16,803453,30,2016-04-20 20:00:00,"Old Trafford, Manchester",75277,Man Utd,Crystal Palace,2,0,0,2,W,L,1,0,0,1,0,0,0,0,2.0,,16.0,5.0,10.0,,3.0,1.0,3.0,4.0,1.0,,,,2.0,,,,,,9.0,3.0,8.0,2.0,32.0,14.0,61.0,50.0,633.0,321.0,563.0,247.0,66.3,33.7,29.0,23.0,26.0,19.0,10.0,31.0,14.0,20.0,10.0,16.0,19.0,19.0,3.0,3.0,,,,,14.0,11.0,15.0,18.0,134.0,135.0,,9.0,,2.0,1.0,,,1.0,56.0,56.0,56.0,56.0,9.0,9.0,9.0,9.0,10.0,2.0,10.0,2.0,,,13.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,,,,,3.0,1.0,,,,,,,,,,
2015-16,803454,30,2016-05-11 19:45:00,"Stadium of Light, Sunderland",46454,Sunderland,Everton,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,14.0,17.0,8.0,6.0,3.0,5.0,3.0,6.0,2.0,1.0,2.0,,3.0,1.0,,1.0,1.0,,11.0,14.0,8.0,9.0,24.0,30.0,67.0,91.0,352.0,596.0,260.0,493.0,37.7,62.3,12.0,19.0,10.0,12.0,18.0,8.0,34.0,24.0,30.0,19.0,22.0,22.0,6.0,4.0,,,,2.0,7.0,4.0,16.0,8.0,144.0,145.0,6.0,4.0,,3.0,1.0,,,,37.0,54.0,54.0,37.0,15.0,14.0,14.0,15.0,5.0,5.0,5.0,5.0,1.0,2.0,15.0,7.0,6.0,15.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803455,30,2016-03-12 12:45:00,"Carrow Road, Norwich",26323,Norwich,Man City,0,0,0,0,D,D,0,0,0,0,0,0,0,0,,,5.0,15.0,,3.0,4.0,5.0,1.0,7.0,,,,,,,1.0,,,,4.0,9.0,1.0,4.0,24.0,35.0,59.0,88.0,319.0,625.0,221.0,528.0,33.9,66.1,27.0,21.0,20.0,18.0,13.0,14.0,48.0,36.0,43.0,32.0,15.0,15.0,7.0,1.0,,,,,11.0,3.0,15.0,15.0,154.0,178.0,3.0,,,,1.0,1.0,,,60.0,75.0,75.0,60.0,23.0,32.0,32.0,23.0,3.0,8.0,4.0,8.0,,1.0,15.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,,,,
2015-16,803456,30,2016-03-14 20:00:00,"King Power Stadium, Leicester",31824,Leicester,Newcastle,1,0,0,1,W,L,1,0,0,1,0,0,0,0,1.0,,10.0,12.0,1.0,2.0,3.0,5.0,6.0,5.0,,,,,,,,,1.0,,9.0,10.0,7.0,6.0,28.0,26.0,63.0,65.0,458.0,466.0,357.0,350.0,49.9,50.1,21.0,26.0,16.0,17.0,24.0,16.0,19.0,26.0,16.0,24.0,31.0,31.0,5.0,6.0,,,,,14.0,6.0,15.0,13.0,178.0,164.0,2.0,,,1.0,1.0,,,,62.0,67.0,67.0,62.0,26.0,23.0,23.0,26.0,8.0,4.0,8.0,4.0,1.0,,4.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2015-16,803457,30,2016-03-12 15:00:00,"bet365 Stadium, Stoke",27833,Stoke,Southampton,1,2,2,1,L,W,0,2,2,0,0,1,1,0,1.0,2.0,13.0,11.0,2.0,4.0,7.0,5.0,4.0,2.0,2.0,2.0,1.0,,1.0,2.0,,1.0,1.0,2.0,10.0,9.0,5.0,6.0,44.0,27.0,83.0,64.0,535.0,345.0,438.0,252.0,60.6,39.4,21.0,20.0,20.0,15.0,10.0,10.0,15.0,42.0,11.0,36.0,13.0,13.0,2.0,3.0,,,,,9.0,12.0,10.0,20.0,170.0,157.0,2.0,1.0,2.0,1.0,,,,,70.0,62.0,62.0,70.0,25.0,20.0,20.0,25.0,1.0,4.0,1.0,4.0,,,13.0,12.0,12.0,13.0,0.0,0.0,0.0,0.0,,,,,,1.0,,,,,,,,,,
2015-16,803458,30,2016-03-12 15:00:00,"Vitality Stadium, Bournemouth",11179,Bournemouth,Swansea,3,2,2,3,W,L,1,1,1,1,0,0,0,0,3.0,2.0,12.0,13.0,4.0,4.0,6.0,7.0,2.0,2.0,,1.0,,,,1.0,1.0,,2.0,1.0,9.0,9.0,4.0,4.0,19.0,23.0,59.0,61.0,365.0,463.0,264.0,363.0,44.0,56.0,19.0,29.0,12.0,24.0,25.0,20.0,24.0,24.0,23.0,20.0,25.0,23.0,1.0,2.0,,,,1.0,12.0,9.0,9.0,8.0,159.0,158.0,2.0,1.0,2.0,3.0,,,,,54.0,65.0,65.0,54.0,16.0,12.0,12.0,16.0,5.0,3.0,5.0,3.0,2.0,2.0,12.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803459,30,2016-03-13 16:00:00,"Villa Park, Birmingham",32393,Aston Villa,Spurs,0,2,2,0,L,W,0,1,1,0,0,0,0,0,,2.0,12.0,19.0,2.0,8.0,6.0,6.0,4.0,5.0,2.0,3.0,,1.0,3.0,2.0,3.0,2.0,,2.0,7.0,15.0,3.0,10.0,36.0,26.0,54.0,67.0,327.0,574.0,236.0,475.0,37.5,62.5,23.0,21.0,15.0,18.0,29.0,14.0,25.0,37.0,18.0,26.0,25.0,25.0,5.0,4.0,,,,,8.0,11.0,7.0,18.0,165.0,163.0,6.0,2.0,2.0,,,1.0,,,53.0,42.0,42.0,53.0,13.0,9.0,9.0,13.0,5.0,8.0,5.0,8.0,1.0,1.0,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,2.0,,,,,,,,,,
2015-16,803460,30,2016-04-20 19:45:00,"Boleyn Ground, London",34857,West Ham,Watford,3,1,1,3,W,L,2,0,0,2,0,1,1,0,3.0,1.0,18.0,7.0,7.0,4.0,6.0,2.0,5.0,1.0,4.0,1.0,3.0,,3.0,2.0,,,1.0,1.0,12.0,5.0,6.0,3.0,24.0,17.0,57.0,58.0,376.0,438.0,293.0,344.0,46.2,53.8,18.0,25.0,12.0,17.0,31.0,15.0,13.0,16.0,9.0,11.0,16.0,16.0,1.0,5.0,1.0,2.0,,,10.0,19.0,18.0,12.0,140.0,151.0,3.0,4.0,1.0,3.0,,,,,67.0,58.0,58.0,67.0,15.0,12.0,12.0,15.0,4.0,2.0,4.0,2.0,2.0,2.0,11.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,2.0,2.0,,,,,,,,,,
2015-16,803461,30,2016-04-21 19:45:00,"Emirates Stadium, London",59568,Arsenal,West Brom,2,0,0,2,W,L,2,0,0,2,0,0,0,0,2.0,,16.0,8.0,7.0,1.0,6.0,4.0,3.0,3.0,,1.0,,,,1.0,,1.0,1.0,,14.0,6.0,9.0,4.0,34.0,27.0,63.0,52.0,723.0,274.0,641.0,186.0,71.4,28.6,12.0,17.0,7.0,11.0,19.0,14.0,15.0,12.0,12.0,10.0,23.0,23.0,3.0,4.0,,,,,5.0,19.0,9.0,10.0,127.0,131.0,1.0,4.0,,2.0,1.0,,,,68.0,49.0,49.0,68.0,23.0,15.0,15.0,23.0,2.0,6.0,2.0,6.0,,1.0,14.0,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2015-16,803462,31,2016-03-19 12:45:00,"Goodison Park, Liverpool",39270,Everton,Arsenal,0,2,2,0,L,W,0,2,2,0,0,0,0,0,,2.0,8.0,11.0,2.0,3.0,5.0,4.0,1.0,4.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,2.0,5.0,8.0,2.0,5.0,42.0,26.0,74.0,58.0,506.0,449.0,397.0,360.0,54.3,45.7,24.0,20.0,19.0,10.0,17.0,30.0,14.0,32.0,10.0,23.0,23.0,21.0,4.0,1.0,1.0,,,,19.0,9.0,15.0,14.0,176.0,165.0,1.0,2.0,2.0,,,1.0,,,54.0,58.0,58.0,54.0,11.0,13.0,13.0,11.0,7.0,5.0,7.0,5.0,,,7.0,10.0,10.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,3.0,,,,,,,,,,
2015-16,803463,31,2016-03-19 17:30:00,"Swansea.com Stadium, Swansea",20454,Swansea,Aston Villa,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,12.0,1.0,2.0,6.0,4.0,3.0,6.0,,,,,,,,,1.0,,7.0,7.0,4.0,4.0,22.0,44.0,62.0,60.0,466.0,387.0,389.0,284.0,53.8,46.2,19.0,27.0,10.0,20.0,25.0,32.0,49.0,23.0,42.0,18.0,15.0,13.0,6.0,3.0,1.0,,,1.0,14.0,7.0,23.0,6.0,155.0,175.0,2.0,,,1.0,1.0,,,,53.0,71.0,71.0,53.0,18.0,22.0,22.0,18.0,4.0,6.0,4.0,6.0,3.0,2.0,9.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,,,,,
2015-16,803464,31,2016-03-20 16:00:00,"White Hart Lane, London",36084,Spurs,Bournemouth,3,0,0,3,W,L,2,0,0,2,0,0,0,0,3.0,,17.0,2.0,8.0,,8.0,2.0,1.0,,1.0,,1.0,,1.0,,,,2.0,,13.0,2.0,6.0,,26.0,21.0,74.0,36.0,601.0,338.0,520.0,253.0,62.8,37.2,20.0,20.0,16.0,15.0,15.0,17.0,25.0,29.0,18.0,26.0,15.0,15.0,,2.0,,,,1.0,20.0,6.0,16.0,8.0,140.0,149.0,,4.0,,3.0,1.0,,,,48.0,60.0,60.0,48.0,16.0,9.0,9.0,16.0,4.0,5.0,4.0,5.0,,1.0,11.0,6.0,6.0,11.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,,,,,,,,,,
2015-16,803465,31,2016-03-19 15:00:00,"Selhurst Park, London",25041,Crystal Palace,Leicester,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,13.0,8.0,4.0,3.0,7.0,3.0,2.0,2.0,1.0,3.0,,1.0,1.0,2.0,1.0,,,1.0,12.0,7.0,6.0,4.0,38.0,33.0,71.0,82.0,428.0,346.0,325.0,233.0,55.9,44.1,15.0,28.0,12.0,24.0,19.0,21.0,26.0,44.0,18.0,39.0,10.0,10.0,2.0,2.0,,,,,13.0,18.0,16.0,6.0,194.0,179.0,2.0,4.0,1.0,,,1.0,,,73.0,75.0,75.0,73.0,28.0,25.0,25.0,28.0,10.0,7.0,10.0,7.0,1.0,,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2015-16,803466,31,2016-03-20 13:30:00,"St. Mary's Stadium, Southampton",31596,Southampton,Liverpool,3,2,2,3,W,L,0,2,2,0,0,0,0,0,3.0,2.0,16.0,17.0,5.0,8.0,6.0,3.0,5.0,6.0,,1.0,,,2.0,1.0,,,3.0,2.0,13.0,12.0,9.0,11.0,26.0,30.0,78.0,72.0,466.0,485.0,379.0,385.0,49.2,50.8,18.0,11.0,15.0,9.0,22.0,12.0,31.0,24.0,23.0,21.0,24.0,24.0,4.0,5.0,,1.0,,1.0,14.0,9.0,7.0,9.0,136.0,155.0,6.0,2.0,2.0,3.0,,,,,60.0,48.0,48.0,60.0,20.0,14.0,14.0,20.0,3.0,5.0,3.0,5.0,1.0,,10.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,,,,3.0,2.0,,,,,,,,,,
2015-16,803467,31,2016-03-20 16:00:00,"Etihad Stadium, Manchester",54557,Man City,Man Utd,0,1,1,0,L,W,0,1,1,0,0,0,0,0,,1.0,26.0,5.0,3.0,4.0,16.0,,7.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,,,1.0,22.0,5.0,8.0,5.0,36.0,15.0,65.0,51.0,454.0,398.0,372.0,299.0,54.5,45.5,21.0,26.0,17.0,22.0,24.0,17.0,29.0,23.0,22.0,16.0,24.0,22.0,1.0,5.0,,,,,14.0,20.0,14.0,8.0,142.0,156.0,3.0,3.0,1.0,,,1.0,,,76.0,58.0,58.0,76.0,24.0,10.0,10.0,24.0,11.0,5.0,11.0,5.0,3.0,,9.0,12.0,11.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,1.0,,,,,,,46.0,13.0,,
2015-16,803468,31,2016-03-19 15:00:00,"The Hawthorns, West Bromwich",25039,West Brom,Norwich,0,1,1,0,L,W,0,0,0,0,0,0,0,0,,1.0,10.0,7.0,,1.0,6.0,4.0,4.0,2.0,,1.0,,1.0,,,1.0,,,1.0,8.0,6.0,3.0,3.0,30.0,27.0,83.0,80.0,361.0,363.0,223.0,231.0,50.1,49.9,17.0,20.0,14.0,16.0,24.0,6.0,36.0,49.0,33.0,41.0,27.0,27.0,2.0,3.0,1.0,1.0,,,11.0,6.0,16.0,15.0,201.0,203.0,,,1.0,,,1.0,,,63.0,59.0,59.0,63.0,30.0,20.0,20.0,30.0,4.0,3.0,4.0,3.0,,,8.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,,,,,4.0,2.0,,,,,,,,,,
2015-16,803469,31,2016-03-19 15:00:00,"Vicarage Road, Watford",20759,Watford,Stoke,1,2,2,1,L,W,0,1,1,0,0,0,0,0,1.0,2.0,9.0,9.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,2.0,6.0,8.0,4.0,6.0,47.0,19.0,79.0,76.0,454.0,432.0,327.0,315.0,52.1,47.9,19.0,18.0,15.0,10.0,18.0,11.0,16.0,38.0,9.0,29.0,21.0,22.0,1.0,1.0,2.0,1.0,1.0,,8.0,14.0,9.0,8.0,202.0,187.0,4.0,3.0,2.0,1.0,,,,,71.0,59.0,59.0,71.0,24.0,23.0,23.0,24.0,9.0,2.0,9.0,2.0,1.0,,10.0,14.0,14.0,10.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,,,,,,,,
2015-16,803470,31,2016-03-20 13:30:00,"St. James' Park, Newcastle",52311,Newcastle,Sunderland,1,1,1,1,D,D,0,1,1,0,0,0,0,0,1.0,1.0,17.0,14.0,8.0,4.0,7.0,7.0,2.0,3.0,,,,,,,,,1.0,,13.0,10.0,8.0,4.0,24.0,24.0,65.0,69.0,434.0,299.0,341.0,198.0,59.9,40.1,24.0,25.0,17.0,17.0,9.0,6.0,31.0,34.0,25.0,23.0,16.0,16.0,3.0,3.0,,,,,11.0,15.0,15.0,13.0,164.0,160.0,3.0,6.0,1.0,1.0,,,,,69.0,66.0,66.0,69.0,23.0,17.0,17.0,23.0,2.0,5.0,3.0,5.0,,1.0,14.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,,,,,,,,,,
2015-16,803471,31,2016-03-19 15:00:00,"Stamford Bridge, London",41623,Chelsea,West Ham,2,2,2,2,D,D,1,1,1,1,0,0,0,0,2.0,2.0,22.0,13.0,5.0,6.0,11.0,3.0,6.0,4.0,,1.0,1.0,1.0,,,,1.0,,1.0,14.0,9.0,6.0,6.0,53.0,23.0,69.0,50.0,534.0,364.0,429.0,263.0,59.4,40.6,18.0,20.0,13.0,13.0,15.0,18.0,18.0,27.0,13.0,23.0,21.0,21.0,5.0,6.0,,,,,5.0,15.0,7.0,12.0,173.0,156.0,3.0,3.0,2.0,2.0,,,,,63.0,59.0,59.0,63.0,18.0,23.0,23.0,18.0,10.0,9.0,10.0,9.0,3.0,,13.0,14.0,13.0,11.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,
2015-16,803472,32,2016-04-02 12:45:00,"Villa Park, Birmingham",31120,Aston Villa,Chelsea,0,4,4,0,L,W,0,2,2,0,1,0,0,1,,4.0,15.0,11.0,4.0,8.0,6.0,3.0,5.0,,,1.0,,3.0,,,,,,2.0,11.0,6.0,7.0,5.0,28.0,22.0,42.0,65.0,411.0,604.0,317.0,524.0,41.7,58.3,23.0,21.0,21.0,14.0,19.0,12.0,12.0,20.0,7.0,16.0,20.0,21.0,,4.0,1.0,1.0,1.0,,10.0,12.0,14.0,16.0,154.0,134.0,4.0,4.0,4.0,,,1.0,,,62.0,53.0,53.0,62.0,20.0,10.0,10.0,20.0,7.0,2.0,7.0,2.0,1.0,,12.0,8.0,7.0,12.0,0.0,0.0,0.0,0.0,,1.0,,1.0,,3.0,,,,,,,,,,
2015-16,803473,32,2016-04-02 15:00:00,"Boleyn Ground, London",34857,West Ham,Crystal Palace,2,2,2,2,D,D,2,1,1,2,1,0,0,1,2.0,2.0,18.0,12.0,6.0,5.0,6.0,4.0,6.0,3.0,1.0,2.0,,2.0,1.0,2.0,,,,,14.0,6.0,9.0,3.0,33.0,27.0,63.0,60.0,499.0,227.0,412.0,155.0,66.6,33.4,12.0,18.0,11.0,9.0,9.0,14.0,27.0,22.0,25.0,17.0,13.0,14.0,3.0,6.0,1.0,,2.0,,9.0,15.0,5.0,7.0,143.0,138.0,2.0,4.0,2.0,2.0,,,,,59.0,55.0,55.0,59.0,18.0,19.0,19.0,18.0,4.0,5.0,4.0,5.0,,1.0,12.0,19.0,18.0,11.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,,,,,,,,
2015-16,803474,32,2016-04-03 16:00:00,"Old Trafford, Manchester",75341,Man Utd,Everton,1,0,0,1,W,L,0,0,0,0,0,0,0,0,1.0,,10.0,7.0,2.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,9.0,4.0,7.0,3.0,27.0,36.0,50.0,73.0,514.0,428.0,422.0,325.0,54.4,45.6,13.0,30.0,8.0,27.0,21.0,22.0,23.0,21.0,17.0,18.0,13.0,13.0,5.0,5.0,,,,1.0,9.0,8.0,18.0,8.0,162.0,167.0,1.0,1.0,,1.0,1.0,,,,36.0,62.0,62.0,36.0,10.0,9.0,9.0,10.0,5.0,5.0,5.0,5.0,,1.0,15.0,6.0,5.0,14.0,0.0,0.0,0.0,0.0,,,,,2.0,3.0,,,,,,,,,,
2015-16,803475,32,2016-04-02 15:00:00,"Vitality Stadium, Bournemouth",11192,Bournemouth,Man City,0,4,4,0,L,W,0,3,3,0,0,0,0,0,,4.0,11.0,15.0,2.0,7.0,5.0,8.0,4.0,,1.0,,,,2.0,,,1.0,,3.0,7.0,13.0,4.0,6.0,29.0,26.0,40.0,74.0,459.0,557.0,384.0,470.0,45.6,54.4,17.0,27.0,10.0,22.0,16.0,17.0,20.0,17.0,16.0,12.0,20.0,21.0,,3.0,1.0,,1.0,,13.0,12.0,5.0,12.0,134.0,134.0,3.0,2.0,4.0,,,1.0,,,47.0,55.0,55.0,47.0,11.0,7.0,7.0,11.0,4.0,4.0,4.0,4.0,2.0,,9.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,2.0,4.0,,,,,,,,,,
2015-16,803476,32,2016-04-02 15:00:00,"Carrow Road, Norwich",27137,Norwich,Newcastle,3,2,2,3,W,L,1,0,0,1,0,0,0,0,3.0,2.0,13.0,13.0,6.0,5.0,5.0,7.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,,3.0,1.0,12.0,12.0,8.0,5.0,32.0,30.0,70.0,54.0,344.0,475.0,233.0,371.0,42.7,57.3,11.0,12.0,10.0,6.0,6.0,11.0,31.0,32.0,24.0,23.0,13.0,12.0,1.0,2.0,,1.0,,,6.0,7.0,7.0,6.0,181.0,167.0,3.0,3.0,2.0,3.0,,,,,47.0,38.0,38.0,47.0,19.0,15.0,15.0,19.0,6.0,5.0,6.0,5.0,2.0,,6.0,11.0,10.0,5.0,0.0,0.0,0.0,0.0,,1.0,,1.0,4.0,3.0,,,,,,,,,,
