season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attOneOnOne,contentiousDecision,ptsGainedLosingPos,attLgRight,attemptedTackleFoul,blockedPass,putThrough,subsGoals,successfulPutThrough,ptsDroppedWinningPos,attPenMiss,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,expectedGoalsFreekick,totalDistance
2024-25,2444500,4.0,2024-09-14 20:00:00,8,Chelsea,Away,293.0,13.0,,1.0,1.0,2.0,,202.0,9.0,1.0,6.0,1.0,13.0,19.0,494.0,,1.0,21.0,15.0,11.0,7.0,,2.0,,,,,,,,,,,8.0,,,,,,,10.0,9.0,6.0,4.0,,56.0,,4.0,9.0,,3.0,2.0,2.0,,8.0,4.0,47.0,51.0,,18.0,11.0,,,50.0,9.0,16.0,,,2.0,2.0,,1.0,,1.0,1.0,,,10.0,,,1.0,1.0,,,,,11.0,,6.0,6.0,,6.0,64.0,37.0,6.0,,3.0,5.0,3.0,548.0,,,4.0,,65.0,63.0,17.0,,1.0,1.0,1.0,,133.0,133.0,3.0,21.0,22.0,66.7,,1.0,0.0,,,,5.0,2.0,7.0,,1.0,,3.0,,4.0,96.0,466.0,8.0,331.0,27.0,18.0,18.0,2.0,8.0,6.0,,125.0,4.0,256.0,2.0,1.0,17.0,14.0,47.0,3.0,579.0,1.0,0.0,10.0,12.0,1.0,23.0,8.0,774.0,21.0,12.0,3.0,7.0,0.0,106.0,1.0,,1.0,194.0,123.0,3.0,156.0,19.0,,,,,6.0,4.0,10.0,1.0,4.0,,,,,,,,0.492805,0.772,1.1734,2.4786,,106013.66
2024-25,2444519,5.0,2024-09-21 12:30:00,8,Chelsea,Away,282.0,17.0,1.0,3.0,2.0,1.0,,114.0,6.0,2.0,8.0,4.0,12.0,23.0,393.0,,2.0,6.0,10.0,10.0,9.0,,,2.0,,,,,,,,,,12.0,,,,,,,8.0,7.0,11.0,1.0,,49.0,3.0,3.0,9.0,,5.0,3.0,2.0,,11.0,,43.0,52.0,3.0,34.0,21.0,,1.0,37.0,9.0,17.0,2.0,,,,,3.0,,2.0,3.0,,1.0,7.0,,,3.0,3.0,,,,,21.0,,8.0,8.0,,8.0,47.0,29.0,6.0,1.0,4.0,8.0,5.0,425.0,,,5.0,,37.0,42.0,15.0,,,,,,94.0,94.0,2.0,20.0,15.0,47.0,,2.0,0.0,,,,5.0,2.0,7.0,,,2.0,4.0,,5.0,68.0,367.0,12.0,304.0,25.0,34.0,11.0,3.0,8.0,5.0,3.0,91.0,3.0,158.0,3.0,3.0,17.0,12.0,47.0,1.0,454.0,,0.0,12.0,19.0,6.0,8.0,2.0,638.0,32.0,6.0,5.0,9.0,0.0,85.0,5.0,2.0,3.0,164.0,95.0,,110.0,9.0,2.0,,,,6.0,4.0,10.0,,4.0,,,,,,,,,,,,,101116.15
2024-25,2444523,6.0,2024-09-28 15:00:00,8,Chelsea,Home,226.0,12.0,2.0,3.0,1.0,1.0,,65.0,6.0,4.0,10.0,1.0,6.0,19.0,288.0,,5.0,11.0,12.0,7.0,10.0,,2.0,,1.0,,,,1.0,,,,,11.0,1.0,,,,1.0,,8.0,7.0,13.0,2.0,,67.0,3.0,3.0,11.0,,8.0,3.0,1.0,,4.0,2.0,49.0,51.0,3.0,17.0,7.0,2.0,,38.0,11.0,8.0,,1.0,2.0,,1.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,,7.0,2.0,7.0,7.0,1.0,10.0,39.0,15.0,2.0,4.0,4.0,8.0,7.0,354.0,,,5.0,,22.0,25.0,22.0,,,,,1.0,132.0,132.0,8.0,26.0,19.0,41.1,1.0,,0.0,,,,1.0,2.0,4.0,,,,5.0,,5.0,39.0,272.0,12.0,268.0,28.0,17.0,27.0,7.0,11.0,4.0,,72.0,2.0,119.0,,4.0,19.0,6.0,48.0,6.0,376.0,,0.0,15.0,22.0,6.0,11.0,3.0,572.0,27.0,15.0,8.0,13.0,0.0,61.0,6.0,5.0,2.0,139.0,86.0,2.0,90.0,11.0,2.0,,3.0,,6.0,10.0,20.0,,10.0,,,,,,,,,,,,,108226.02
2024-25,2444534,7.0,2024-10-06 14:00:00,8,Chelsea,Home,195.0,14.0,,5.0,5.0,,,329.0,3.0,1.0,7.0,3.0,10.0,21.0,519.0,2.0,1.0,12.0,16.0,14.0,16.0,,4.0,1.0,,,,,,,,,,18.0,,,,,,,9.0,7.0,14.0,8.0,,48.0,1.0,5.0,9.0,,11.0,15.0,8.0,,8.0,3.0,47.0,48.0,1.0,17.0,8.0,,1.0,70.0,12.0,10.0,,,1.0,,,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,,,,1.0,8.0,1.0,8.0,8.0,,8.0,63.0,48.0,3.0,1.0,8.0,9.0,8.0,566.0,,,6.0,,59.0,88.0,45.0,,,,,,120.0,120.0,7.0,17.0,15.0,66.1,,,0.0,,,,5.0,3.0,8.0,,,1.0,9.0,,5.0,189.0,496.0,17.0,211.0,24.0,17.0,15.0,6.0,29.0,23.0,1.0,234.0,,409.0,1.0,1.0,13.0,11.0,42.0,1.0,591.0,3.0,0.0,22.0,14.0,3.0,12.0,6.0,782.0,51.0,11.0,11.0,10.0,0.0,83.0,3.0,3.0,,175.0,171.0,,162.0,10.0,,,1.0,,6.0,8.0,21.0,,8.0,,,,,,,,,,,,,105994.17
2024-25,2444543,8.0,2024-10-20 16:30:00,8,Chelsea,Away,259.0,18.0,,4.0,4.0,1.0,1.0,221.0,4.0,1.0,6.0,1.0,6.0,22.0,476.0,,2.0,13.0,6.0,10.0,6.0,1.0,,,,,,,1.0,,,,,10.0,,,,,1.0,1.0,7.0,2.0,9.0,3.0,,48.0,1.0,4.0,5.0,,5.0,5.0,8.0,,8.0,,49.0,44.0,1.0,11.0,5.0,,,56.0,13.0,12.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,5.0,1.0,8.0,8.0,1.0,6.0,62.0,42.0,1.0,,5.0,3.0,2.0,517.0,,,,,71.0,67.0,29.0,1.0,1.0,1.0,,,118.0,118.0,3.0,22.0,14.0,57.5,1.0,,0.0,,,,2.0,1.0,3.0,,1.0,,6.0,,5.0,104.0,453.0,8.0,280.0,33.0,11.0,27.0,2.0,17.0,15.0,,138.0,3.0,279.0,,1.0,10.0,7.0,44.0,,542.0,,0.0,12.0,12.0,2.0,14.0,3.0,710.0,26.0,10.0,6.0,10.0,0.0,97.0,2.0,2.0,1.0,169.0,135.0,1.0,141.0,12.0,1.0,1.0,,,6.0,7.0,14.0,,7.0,,,,,,,,,,,,,
2024-25,2444554,9.0,2024-10-27 14:00:00,8,Chelsea,Home,177.0,14.0,1.0,5.0,4.0,1.0,,216.0,6.0,1.0,1.0,3.0,5.0,26.0,388.0,,1.0,10.0,14.0,13.0,12.0,,2.0,2.0,,,,,,,,,,15.0,,,,1.0,,,9.0,2.0,12.0,5.0,,52.0,2.0,4.0,6.0,1.0,7.0,10.0,3.0,,6.0,,46.0,47.0,2.0,23.0,13.0,,,65.0,13.0,15.0,1.0,,,,,2.0,,1.0,2.0,,1.0,8.0,,,2.0,1.0,,,,,13.0,1.0,16.0,16.0,1.0,2.0,64.0,29.0,4.0,1.0,5.0,9.0,7.0,431.0,,,4.0,,56.0,55.0,22.0,,,,,,117.0,117.0,10.0,15.0,20.0,50.4,1.0,,0.0,,,,2.0,,1.0,,2.0,2.0,6.0,,4.0,115.0,365.0,14.0,196.0,24.0,23.0,14.0,7.0,20.0,13.0,3.0,146.0,4.0,283.0,1.0,1.0,22.0,5.0,62.0,2.0,459.0,,0.0,17.0,12.0,3.0,12.0,6.0,651.0,31.0,7.0,7.0,8.0,0.0,62.0,1.0,,1.0,133.0,138.0,2.0,126.0,11.0,,2.0,,,7.0,11.0,18.0,,11.0,,,,,,,,,,,,,
2024-25,2444564,10.0,2024-11-03 16:30:00,8,Chelsea,Away,222.0,10.0,1.0,1.0,,,,176.0,2.0,1.0,5.0,2.0,6.0,16.0,397.0,1.0,1.0,11.0,8.0,17.0,7.0,1.0,4.0,1.0,,,,,,,,,,7.0,,,,,1.0,1.0,8.0,3.0,8.0,4.0,,46.0,,5.0,10.0,,8.0,9.0,3.0,,13.0,,53.0,71.0,,19.0,6.0,,1.0,47.0,14.0,19.0,,,2.0,1.0,,,,,,,,3.0,,,,1.0,,,,1.0,6.0,1.0,7.0,7.0,1.0,5.0,60.0,34.0,4.0,1.0,3.0,5.0,3.0,446.0,,,3.0,,34.0,49.0,26.0,1.0,1.0,1.0,,,132.0,132.0,3.0,20.0,18.0,54.0,1.0,2.0,0.0,,,,2.0,1.0,3.0,,,1.0,4.0,,3.0,83.0,369.0,8.0,245.0,25.0,19.0,24.0,6.0,19.0,13.0,1.0,115.0,2.0,249.0,1.0,1.0,14.0,7.0,40.0,,475.0,1.0,0.0,12.0,20.0,2.0,13.0,2.0,669.0,30.0,15.0,8.0,11.0,0.0,66.0,1.0,1.0,,145.0,139.0,2.0,125.0,10.0,,,1.0,,6.0,9.0,23.0,,9.0,,,,,,,,,,,,,
2024-25,2444572,11.0,2024-11-10 16:30:00,8,Chelsea,Home,200.0,14.0,,5.0,5.0,1.0,,163.0,8.0,1.0,4.0,3.0,8.0,24.0,358.0,,,9.0,10.0,9.0,12.0,,1.0,2.0,,1.0,,,3.0,,,,,12.0,,,,,,1.0,8.0,5.0,5.0,12.0,,43.0,1.0,8.0,8.0,,4.0,8.0,3.0,,8.0,,43.0,47.0,1.0,18.0,8.0,1.0,1.0,44.0,12.0,12.0,,,3.0,,3.0,1.0,,,1.0,,,8.0,,,1.0,1.0,,,,,8.0,,7.0,7.0,,4.0,45.0,27.0,3.0,1.0,5.0,8.0,3.0,392.0,,,6.0,,45.0,40.0,18.0,,,,,,95.0,95.0,2.0,18.0,18.0,49.3,,1.0,0.0,,,,2.0,,2.0,,,2.0,6.0,,4.0,73.0,335.0,13.0,224.0,27.0,18.0,12.0,3.0,14.0,11.0,2.0,98.0,2.0,209.0,1.0,1.0,19.0,9.0,50.0,1.0,419.0,2.0,0.0,17.0,19.0,,9.0,4.0,583.0,22.0,7.0,4.0,16.0,0.0,58.0,1.0,1.0,,127.0,124.0,,110.0,11.0,,,1.0,,6.0,7.0,13.0,,7.0,,,,,,,,,,,,,
2024-25,2444586,12.0,2024-11-23 12:30:00,8,Chelsea,Away,235.0,14.0,,2.0,2.0,2.0,,295.0,3.0,1.0,3.0,2.0,6.0,19.0,528.0,,,12.0,7.0,8.0,9.0,1.0,3.0,1.0,,,,,,,,,,13.0,,,,,,,4.0,,11.0,5.0,,47.0,1.0,3.0,6.0,,9.0,5.0,4.0,,4.0,,42.0,51.0,1.0,11.0,3.0,,,67.0,12.0,15.0,1.0,,2.0,,,1.0,,1.0,1.0,,,4.0,,,2.0,,,,,1.0,3.0,,9.0,9.0,,3.0,69.0,47.0,2.0,1.0,3.0,8.0,7.0,582.0,,,1.0,,69.0,63.0,30.0,1.0,1.0,1.0,,,133.0,133.0,4.0,13.0,27.0,63.3,,1.0,0.0,,,,,,,,2.0,1.0,6.0,1.0,4.0,121.0,506.0,11.0,257.0,21.0,11.0,24.0,6.0,15.0,9.0,1.0,159.0,7.0,367.0,,1.0,17.0,7.0,40.0,1.0,609.0,1.0,0.0,16.0,18.0,2.0,17.0,3.0,786.0,38.0,10.0,9.0,11.0,0.0,88.0,2.0,2.0,2.0,191.0,165.0,1.0,165.0,14.0,,,,,6.0,7.0,19.0,,7.0,,,,,,,,,,,,,
2024-25,2444592,13.0,2024-12-01 13:30:00,8,Chelsea,Home,280.0,13.0,1.0,2.0,1.0,1.0,,283.0,,4.0,9.0,2.0,13.0,17.0,561.0,,,7.0,7.0,5.0,7.0,1.0,,2.0,,,,,,,,,,14.0,,,,,,3.0,8.0,2.0,12.0,5.0,,50.0,,3.0,5.0,1.0,3.0,7.0,2.0,,9.0,1.0,47.0,34.0,,5.0,5.0,,1.0,66.0,21.0,4.0,1.0,1.0,3.0,,,2.0,,1.0,1.0,1.0,,3.0,,,2.0,1.0,,,,,5.0,,3.0,3.0,,9.0,66.0,48.0,4.0,2.0,4.0,6.0,8.0,610.0,,,4.0,,84.0,41.0,18.0,,,,,,99.0,99.0,5.0,21.0,13.0,64.1,,,0.0,,,,4.0,,3.0,,,2.0,6.0,,5.0,108.0,552.0,10.0,298.0,26.0,5.0,15.0,3.0,12.0,9.0,2.0,142.0,2.0,337.0,1.0,4.0,13.0,13.0,40.0,3.0,623.0,,0.0,17.0,17.0,4.0,9.0,2.0,768.0,32.0,8.0,3.0,10.0,0.0,102.0,,2.0,,140.0,206.0,1.0,175.0,4.0,2.0,,,,8.0,9.0,16.0,,9.0,,,,,,,,,,,,,
2024-25,2444609,14.0,2024-12-04 19:30:00,8,Chelsea,Away,192.0,13.0,1.0,3.0,2.0,,,305.0,1.0,,3.0,,6.0,11.0,494.0,1.0,4.0,8.0,7.0,6.0,12.0,,5.0,3.0,,,,,1.0,,,,,20.0,,,1.0,,1.0,,6.0,,22.0,4.0,,44.0,5.0,6.0,14.0,,7.0,5.0,2.0,1.0,6.0,2.0,46.0,31.0,5.0,9.0,2.0,,1.0,59.0,14.0,6.0,1.0,1.0,1.0,,1.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,,,4.0,1.0,,,,1.0,2.0,3.0,8.0,8.0,,4.0,45.0,39.0,5.0,2.0,4.0,13.0,13.0,521.0,,,2.0,,36.0,100.0,31.0,,,,,,71.0,71.0,6.0,18.0,15.0,54.9,2.0,,0.0,,,,3.0,,3.0,,,3.0,7.0,1.0,3.0,149.0,480.0,17.0,204.0,18.0,9.0,10.0,5.0,12.0,7.0,4.0,172.0,2.0,343.0,1.0,,6.0,6.0,18.0,1.0,535.0,3.0,0.0,26.0,15.0,6.0,8.0,0.0,678.0,51.0,4.0,7.0,10.0,0.0,88.0,8.0,9.0,3.0,155.0,147.0,,145.0,6.0,1.0,,,,8.0,8.0,9.0,1.0,8.0,,,,,,,,,,,,,
2024-25,2444618,15.0,2024-12-08 16:30:00,8,Chelsea,Away,233.0,13.0,1.0,4.0,3.0,,,217.0,3.0,1.0,3.0,1.0,10.0,19.0,446.0,1.0,1.0,18.0,8.0,8.0,11.0,1.0,4.0,2.0,,,,,,,,,,11.0,2.0,,,,,,11.0,2.0,12.0,5.0,,46.0,2.0,5.0,8.0,,10.0,5.0,3.0,,8.0,,46.0,52.0,2.0,7.0,3.0,2.0,2.0,51.0,11.0,16.0,,,4.0,1.0,,1.0,,,1.0,,,6.0,,,2.0,,,,,,3.0,,12.0,12.0,,3.0,54.0,30.0,5.0,4.0,4.0,9.0,8.0,487.0,,,3.0,,56.0,62.0,31.0,,,,,2.0,117.0,117.0,6.0,17.0,20.0,61.5,,,0.0,,,,2.0,,2.0,,,2.0,4.0,,5.0,120.0,420.0,14.0,255.0,29.0,7.0,21.0,7.0,16.0,9.0,2.0,153.0,,278.0,,1.0,19.0,10.0,50.0,2.0,517.0,2.0,0.0,17.0,18.0,1.0,18.0,3.0,696.0,47.0,10.0,10.0,13.0,0.0,107.0,1.0,1.0,2.0,168.0,117.0,,125.0,13.0,,,3.0,,7.0,8.0,16.0,,8.0,,,,,,,,1.73995,2.8274,4.1897,2.0263,,
2024-25,2444623,16.0,2024-12-15 19:00:00,8,Chelsea,Home,175.0,13.0,1.0,10.0,9.0,1.0,1.0,278.0,3.0,2.0,11.0,3.0,5.0,25.0,443.0,,,19.0,19.0,20.0,15.0,2.0,4.0,4.0,,,,,,,,,,21.0,,,,,,1.0,7.0,2.0,20.0,6.0,,63.0,2.0,8.0,4.0,,8.0,11.0,16.0,1.0,6.0,1.0,49.0,47.0,2.0,20.0,12.0,,,69.0,11.0,7.0,1.0,,3.0,2.0,,2.0,,1.0,2.0,,1.0,3.0,,,2.0,6.0,,,,2.0,12.0,,8.0,8.0,,11.0,53.0,29.0,5.0,,8.0,11.0,8.0,502.0,,,2.0,,88.0,71.0,40.0,,,,,,137.0,137.0,12.0,21.0,17.0,61.7,,,0.0,,,,2.0,1.0,3.0,1.0,3.0,4.0,10.0,2.0,1.0,165.0,430.0,19.0,202.0,28.0,20.0,16.0,5.0,34.0,29.0,5.0,195.0,2.0,350.0,6.0,2.0,19.0,5.0,51.0,1.0,518.0,2.0,1.0,26.0,15.0,,21.0,0.0,733.0,51.0,5.0,8.0,8.0,0.0,97.0,3.0,3.0,1.0,165.0,124.0,1.0,132.0,17.0,,,,,5.0,6.0,17.0,,6.0,,,,,,,,,,,,,
2024-25,2444633,17.0,2024-12-22 14:00:00,8,Chelsea,Away,316.0,17.0,1.0,3.0,2.0,1.0,2.0,264.0,1.0,,5.0,1.0,16.0,29.0,577.0,,,20.0,9.0,9.0,6.0,1.0,2.0,,,,,,2.0,,,1.0,,8.0,,,,,1.0,,2.0,3.0,6.0,6.0,,40.0,1.0,4.0,5.0,,5.0,8.0,3.0,,12.0,2.0,55.0,68.0,1.0,12.0,6.0,,1.0,64.0,12.0,19.0,,,6.0,3.0,2.0,,,,,,,1.0,,,,2.0,,,,1.0,6.0,1.0,2.0,2.0,1.0,5.0,71.0,46.0,2.0,,2.0,5.0,5.0,620.0,,,1.0,,84.0,63.0,23.0,,,,,,120.0,120.0,2.0,18.0,15.0,75.0,1.0,,0.0,,,,1.0,3.0,4.0,,,,3.0,,2.0,121.0,555.0,7.0,331.0,33.0,12.0,35.0,4.0,18.0,14.0,,155.0,2.0,329.0,2.0,,9.0,17.0,50.0,1.0,642.0,,0.0,12.0,23.0,1.0,20.0,1.0,839.0,23.0,17.0,5.0,14.0,0.0,98.0,2.0,3.0,,164.0,187.0,,193.0,9.0,,,,,4.0,5.0,11.0,,5.0,,,,,,,,,,,,,95894.27
2024-25,2444643,18.0,2024-12-26 15:00:00,8,Chelsea,Home,229.0,10.0,,2.0,2.0,,,195.0,9.0,5.0,8.0,3.0,8.0,16.0,422.0,,,11.0,11.0,7.0,7.0,1.0,,1.0,,,,,1.0,,,,,8.0,,,,,,3.0,10.0,4.0,7.0,5.0,,50.0,3.0,3.0,14.0,,3.0,5.0,6.0,,4.0,1.0,46.0,40.0,3.0,16.0,8.0,,,67.0,13.0,13.0,,,5.0,1.0,1.0,1.0,,,1.0,,,9.0,,,1.0,1.0,,,,1.0,8.0,,6.0,6.0,1.0,8.0,68.0,38.0,1.0,1.0,1.0,8.0,8.0,481.0,,,,,68.0,50.0,20.0,,,,,,118.0,118.0,1.0,11.0,30.0,47.1,,,0.0,,,,4.0,1.0,5.0,,,1.0,1.0,,1.0,85.0,399.0,9.0,243.0,29.0,16.0,13.0,2.0,14.0,12.0,1.0,134.0,3.0,277.0,1.0,5.0,19.0,9.0,44.0,3.0,506.0,,0.0,12.0,12.0,4.0,12.0,1.0,661.0,24.0,8.0,3.0,7.0,0.0,83.0,2.0,3.0,,151.0,130.0,,142.0,9.0,,,,,7.0,4.0,12.0,,4.0,3.0,,,,,,,,,,,,
2024-25,2444655,19.0,2024-12-30 19:45:00,8,Chelsea,Away,255.0,15.0,1.0,2.0,1.0,,,402.0,6.0,,3.0,3.0,18.0,16.0,655.0,,1.0,19.0,15.0,16.0,17.0,,,1.0,,,,,,,,,,18.0,,,,1.0,,2.0,8.0,1.0,13.0,7.0,,47.0,,8.0,3.0,,7.0,4.0,10.0,,10.0,3.0,39.0,38.0,,14.0,7.0,1.0,1.0,80.0,5.0,7.0,,,4.0,,,,,,,,,6.0,,,,,,,,,7.0,2.0,5.0,5.0,,3.0,70.0,47.0,4.0,,5.0,12.0,5.0,708.0,,,2.0,,89.0,69.0,40.0,1.0,1.0,1.0,,,128.0,128.0,6.0,18.0,20.0,75.9,1.0,,0.0,,,,4.0,,4.0,,,1.0,7.0,,4.0,185.0,636.0,19.0,271.0,28.0,14.0,11.0,5.0,19.0,14.0,1.0,219.0,1.0,477.0,,,11.0,18.0,33.0,2.0,729.0,,0.0,20.0,11.0,1.0,21.0,4.0,898.0,36.0,4.0,7.0,5.0,0.0,85.0,3.0,4.0,,205.0,211.0,1.0,228.0,15.0,,1.0,,,2.0,3.0,13.0,,3.0,,,,,,,,,,,,,
2024-25,2444663,20.0,2025-01-04 15:00:00,8,Chelsea,Away,241.0,13.0,1.0,3.0,2.0,1.0,,249.0,2.0,1.0,9.0,5.0,7.0,39.0,487.0,,1.0,17.0,17.0,8.0,10.0,2.0,1.0,1.0,,,,,,,,,,12.0,,,,,,2.0,10.0,3.0,11.0,4.0,,64.0,3.0,4.0,4.0,,6.0,4.0,3.0,,15.0,2.0,57.0,35.0,3.0,13.0,3.0,1.0,1.0,62.0,12.0,9.0,,,4.0,1.0,,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,3.0,,8.0,8.0,1.0,10.0,76.0,54.0,6.0,1.0,9.0,4.0,1.0,550.0,,,5.0,,74.0,84.0,32.0,,,,,,132.0,132.0,7.0,19.0,26.0,61.6,,1.0,0.0,,,,4.0,1.0,5.0,,,1.0,10.0,,2.0,120.0,473.0,13.0,260.0,28.0,13.0,17.0,6.0,14.0,8.0,1.0,163.0,4.0,320.0,1.0,1.0,18.0,7.0,67.0,,566.0,2.0,0.0,15.0,12.0,1.0,18.0,2.0,750.0,32.0,6.0,6.0,5.0,0.0,115.0,2.0,1.0,1.0,153.0,139.0,,159.0,14.0,,,,,8.0,7.0,20.0,,7.0,2.0,,,,,,,,,,,,
2024-25,2444677,21.0,2025-01-14 19:30:00,8,Chelsea,Home,205.0,13.0,2.0,5.0,3.0,,,155.0,4.0,,4.0,2.0,10.0,33.0,355.0,1.0,1.0,18.0,12.0,15.0,16.0,2.0,5.0,2.0,1.0,,,1.0,2.0,,,,,16.0,,,,1.0,,1.0,6.0,1.0,16.0,10.0,,45.0,2.0,9.0,5.0,,9.0,7.0,3.0,,2.0,,47.0,56.0,2.0,8.0,3.0,,1.0,49.0,15.0,16.0,,,3.0,,2.0,1.0,,1.0,1.0,,,4.0,,,1.0,3.0,,,,,3.0,1.0,5.0,5.0,,4.0,52.0,29.0,3.0,1.0,4.0,15.0,10.0,400.0,,,1.0,,52.0,32.0,23.0,1.0,1.0,1.0,,,121.0,121.0,4.0,22.0,13.0,56.9,1.0,,0.0,,,,1.0,,1.0,,2.0,2.0,7.0,,4.0,85.0,329.0,20.0,230.0,23.0,8.0,28.0,6.0,16.0,10.0,2.0,116.0,3.0,212.0,3.0,,12.0,10.0,53.0,2.0,426.0,2.0,0.0,26.0,11.0,4.0,22.0,2.0,608.0,33.0,14.0,9.0,7.0,0.0,77.0,4.0,4.0,1.0,150.0,99.0,1.0,100.0,16.0,1.0,,1.0,,10.0,5.0,9.0,1.0,5.0,2.0,,,,,,,,,,,,106012.25
2024-25,2444682,22.0,2025-01-20 20:00:00,8,Chelsea,Home,279.0,18.0,1.0,6.0,5.0,2.0,1.0,231.0,6.0,,10.0,1.0,12.0,24.0,504.0,,,16.0,9.0,12.0,9.0,1.0,4.0,,,,,,,,,,,12.0,,,,,,3.0,6.0,3.0,15.0,4.0,,43.0,1.0,6.0,5.0,,3.0,10.0,7.0,2.0,11.0,1.0,42.0,42.0,1.0,19.0,9.0,1.0,,60.0,8.0,14.0,,1.0,4.0,3.0,,2.0,,1.0,1.0,1.0,,6.0,,,1.0,1.0,,,,1.0,9.0,,7.0,7.0,1.0,10.0,63.0,47.0,6.0,1.0,5.0,7.0,7.0,546.0,,,3.0,,62.0,71.0,24.0,,,,,,128.0,128.0,2.0,12.0,19.0,62.8,,1.0,0.0,,,,2.0,1.0,3.0,,1.0,,6.0,1.0,5.0,109.0,487.0,12.0,293.0,32.0,19.0,17.0,3.0,23.0,20.0,,145.0,7.0,297.0,2.0,,15.0,13.0,48.0,5.0,567.0,1.0,0.0,19.0,9.0,1.0,19.0,4.0,775.0,52.0,7.0,3.0,8.0,0.0,86.0,3.0,1.0,3.0,172.0,148.0,2.0,161.0,16.0,1.0,1.0,,,7.0,5.0,10.0,,5.0,,,,,,,,,,,,,
